Folio,Fecha,Ubicacion,Colonia,Hora,Tipo,COORDENADAS,Comentarios
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670550"" target=""_blank"">44670550</a>",19/04/2021,; 21 OTE NUM 222 /// 2 Y 4 SUR,EL CARMEN/PUEBLA/PUEBLA,19:22:06,ROBO A CASA HABITACION SIN VIOLENCIA,"19.03572168273853, -98.20048231732311","REPORTA QUE HACE APROXIMADAMENTE 20 MINUTOS AL, LLEGAR A SU DOMICILIO SE PERCATA DE QUE, INGRESARON A ROBAR, NO PROPORCIONA MAS DATOS, SOLO MENCIONA QUE A SIMPLE VISTA OBSERVA QUE LE, HACEN FALTA ELECTRODOMESTICOS TELCEL OK, UNIDAD VP-513  ABORDO LOS ELEMENTOS POL.-, MERCEDES RIVERA PÉREZ / NOE PAISANO ZAMBRANO, SE REGRESA LLAMADA POR PARTE DE TORRES 5 A, PETICONARIO Y NEGATIVO DE CONTESTAR LAS LLMADA Y, MANDA ABUNO DE VOZ EL SISTEMA DE TELEFONIA, UNIDAD VP-513  ABORDO LOS ELEMENTOS POL.-, MERCEDES RIVERA PÉREZ / NOE PAISANO ZAMBRANO   SE, ENTREVISTAN CON LA C. CARLA ESTEFAN ROSAS NUM., TEL.  2228476020 LA CUAL REFIERE QU DESDE EL DIA, VIERNES SALIO DE SU DOMICILIO APROXIM,ADAMENTE A, LAS 18:30HORAS A VISSTAR A OTRO FAMILIAR Y AL, REFRESARA EL DIA DE HOY A SU DEPARTEMENTO OBSERVA, QUE LE FALTAN ALGUNOS PERTENENCIAS, ASI NEGATIVO, DE CHAPÁS FORZADAS TAMBIEN REFIERE DE PROBLEMAS, DECARACTER FAMMILLIAR CON SU PAREJA YA QUE APENAS, SE SEPARAON Y DESCONOCE SI EL VINO POR LAS COSAS, YA LE MARCA PERO NEGATIVO QUE LE CONTESTAR LAS, LLMADAS  ,SEINDICAN PROCEDIMNIENITOS Y LA UNIDAD, CONTINUA SU RECORRIDO, DE PARTE DE CABINA CENTRAL SE REGRESA LLAMADA A, NUMERO DE PETICIONARIA REFIERE DE NOMBRE CARLA, ESTEPHANY ROSAS CON NUMERO DE TELEFONO:, 2228476029, REFIERE QUE INGRESARON A ROIBAR A SU, DOMICLIO, NEGATIVO DE QUE TENGA PROBLEMAS, FAMILIARES, REFIERE QUE DESCONOCE DE QUIEN, INGRESO A ROBAR, INDICA QUE SE ROBAN EQUIPO DE, TRABAJO A SI COMO HERRAMIENTO DE SU HERAMNO PAUL, ISSAC ROSDAS GALVAN, A SI MISMO SE ROBAN 2, COMPUTADORAS MARCA DELL, UN IPHONE 11, 3, PANTALLAS UN PLAY STATION 4, REFIERE MONTO TOTAL, DE LO ROBADO ENTRE 60 A 70 MIL PESOS, REFIERE QUE, SE ENTREVISTO CONNUNIDAD DE POLICIA DEL, MUNICIPIO, MISMA QUE SE CONFIRMO EL ROBO Y TOMO, EVIDENCIA DE SU DOMICILIO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670557"" target=""_blank"">44670557</a>",19/04/2021,; CALLE 5 DE FEBRERO NUM 731/// 2DA DE JUAREZ Y PEDRO MORENO,LEOBARDO COCA/PUEBLA/PUEBLA,19:23:53,RUIDO EXCESIVO,"19.0106726351471, -98.22778123081422","[CELL], REPORTA QUE EL VECINO  EN LA MAYORIA  DEL DIA  SE, LA PASA ESCANDALIZANDO  CON LA MUSICA A ALTO, VOLUMEN,   HECHO QUE GENERA   INCOMODIDAD,    TEL CEL, OK, VP 710  POL. JULIO ANTONIO MIGUELES/SANDRA PEREZ, MARTINEZ, MENCONANANDO LA UNIDAD QUE NADIE INFORMA NADA SE, REALIA PERIFONEO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670563"" target=""_blank"">44670563</a>",19/04/2021,; CALLE E ALVAREZ ESQ DEL CONDE,SAN JERONIMO CALERAS/PUEBLA/PUEBLA,19:25:03,PERSONA SOSPECHOSA,"19.097729272760766, -98.21584229988554","W: 3 CHAT:  PARTICULAR, REPORTE REFIEREN  DE UN MASCULINO  CON MOCHILA, NEGRA QUE LLEVA RATO  EN LA CALLE, PLAYERA  GRIS  Y PANTALÓN DE MEZCLILLA, SE ATENDIO EN EL FOLIO 44670502"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670564"" target=""_blank"">44670564</a>",19/04/2021,;CERRADA F 7 NORTE //// 102 PONIENTE,INFONAVIT VILLA FRONTERA/PUEBLA/PUEBLA,19:25:08,VEHICULO SOSPECHOSO,"19.08488576540121, -98.18187930197696","[CELL], REFIERE DE VEHICULO TSURU GRIS PLACAS TXJ 2656 EN, LA PARTE TRASERA Y TZL 2360 EN LA PARTE DELANTERA, EL CUAL LLEVA MAS DE 30 MINUTOS EN EL LUGAR, OBSERVANDO LAS CASAS, TEL CEL OK, PE-1011, INFORMA LA UNIDAD PE-1048 AL MANDO OFICIAL MUÑOZ, ARRIETA JULIO CESAR + 3, EN EL LUGAR Y NO SE, UBICA AL VEHICULO DESCRITO, ASI MISMO NADIE, INFORMA NADA, SE RECORRE LA ZONA SIN ALTERACION, ACUDE UNIDAD SSC-100 JEFE DE ZONA 7389 PASCUAL, MONTES VALENCIA/ POL. RAMIREZ TOMOLTZI, DAVID/MORENO MALDONADO HECTOR ANGEL, ALPAHA  1 INFORMA QUE ES NEGATIVO DE UBICAR EL, VEHICULO MENCIONADO, EL LUGAR SIN NOVEDAD"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670585"" target=""_blank"">44670585</a>",19/04/2021,; MELCHOR OCAMPO LOTE 117,PATRIA NUEVA/PUEBLA/PUEBLA,19:28:32,OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS,"18.957673232487494, -98.16182113187682","ALARMA ; AVRS1466, REPORTE: ACTIVACION DE ALARMA, SE ACTIVA EN 3, OCACIONES, INDICA CABINA ZONA 9 : REPORTA AL LUGAR UNIDAD, JA-013 ABORDO  POL. MARIO REYES ORTEGA Y POL., ARELY MONTSERRAT FIGUEROA ROSALES, MENCIONO UNIDAD EN EL LUGAR SIN ALTERACION ALARMA, CONTINUO SU RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670598"" target=""_blank"">44670598</a>",19/04/2021,; CALLE ATENA ENTRE CANIMO REAL TLETEPANGO,UNIDAD HAB VILLA DE GUADALUPE/PUEBLA/PUEBLA,19:29:22,PERSONA SOSPECHOSA,"19.088420777875225, -98.17759135159483","[CELL], PET REPORTA QUE AL PARECER UN MASCULINO EN ESTADO, DE INDIGENTE AL PARECER, O INDICA QUE  AL PARECER ESTA EN ESTADO ETILICO, INDICA QUE TIENE UNA HORA APROX SENTADO EN EL, PISO, NO ESTA MOLESTANDO A NADIE PERO HAY NIÑOS, ESTA VESTIDO DE PANTALON DE MEZCLILLA Y UNA, PLAYERA AZUL, TEL CEL OK, ACUDE UNIDAD VP-119-POL. CANO ZAVALA BRUNO LUIS, DAVID-POL. JUAREZ MARTINEZ LEONEL, VP-119 NEGATIVO DE UBICAR A LA PERSONA EN ACTITUD, INUSUAL, SIN NOVEDAD."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670605"" target=""_blank"">44670605</a>",19/04/2021,; AVENIDA LOMAS DE ATLIXCO 925 ENTRE CALLES => PROLONGACIÓN 11 SUR Y ATLIXCO,FRACC LOMAS DE ATOYAC/PUEBLA/PUEBLA,19:30:38,BOTON DE PANICO EN NEGOCIO,"18.961437360485046, -98.26639387314204","WHATSAPP 1, PRESIONAN BOTÓN DE PÁNICO, NO CONTESTAN MEDIOS, INDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD, VP-817 ABORDO POL. SEGUNDO CAPITÁN HERNÁNDEZ, MARIANA  Y POL: CUELLAR PACHECO EDUARDO MAURICIO, INDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD, VP-817 ABORDO POL. SEGUNDO CAPITÁN HERNÁNDEZ, MARIANA  Y POL: CUELLAR PACHECO EDUARDO MAURICIO, ES NEGATIVO DE UBICAR ALGUNA ALARMA SONORA, ASI, MISMO SE CHECA CORTINAS Y CANDADOS BIEN PUESTOS,, LA UNIDAD CONTINUA SU RECORRIDO DEJANDO EL LUGAR, SIN ALTERACION"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670614"" target=""_blank"">44670614</a>",19/04/2021,;CALLE 3 DE MAYO Nº 430 // AQUILES SERDAN Y 20 NOV,SAN BALTASAR CAMPECHE/PUEBLA/PUEBLA,19:31:38,VIOLENCIA CONTRA LA MUJER,"19.01723960424988, -98.20849972663824","TEL RES OK, PET REF QUE SU ESPOSO NO SE QUIERE SALIR DE LA, CASA Y LA AMENAZA, REF QUE ENTRA Y LE QUITA SUS COSAS Y LE QUIERE, PEGAR, PET RECHAZA ASESORIA CON TEL MUJER, //, SE INF A EXT 10131, ////, ENTERADA TELMUJER FOLIO DE CONOCIMIENTO RECHAZÓ, TRANSFERENCIA A TELMUJER, //, SSC-033 ABORDO POL- /  MORALES ROJAS RENE, ANTONIO//PALACIOS ZAMBRANO DIANA XANIC, SSC-033 ABORDO POL- /  MORALES ROJAS RENE, ANTONIO//PALACIOS ZAMBRANO DIANA XANIC, PROCEDE A, CENTRAL CON DETENIDO, ASI MISMO SOLICITA APOYO DE, UNA AMBULANCIA EN CENTRAL PARA VALORACION MEDICA, DE PETICIONARIO., //, TELMUJER EN ESPERA DE NOTAS DE POLICÍA, ///, TELMUJER CIERRA FOLIO CON INFORMACIÓN ANTERIOR, ///, *ACCIONES:* INFORMAN ELEMENTOS DE LA UNIDAD, SSC-033, PONEN A DISPOSICIÓN DEL MINISTERIO, PUBLICO CON NÚMERO DE REMISIÓN: 257207, DETENIDO:, ARTURO AGUILAR LORANCA DE 32 AÑOS DE EDAD,, MOTIVO: VIOLENCIA FAMILIAR., PENDIENTE CDI A SI COMO M.P"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670617"" target=""_blank"">44670617</a>",19/04/2021,;CALLE 15 SUR ENTRE 33 Y 35 PTE.,LOS VOLCANES/PUEBLA/PUEBLA,19:32:02,SOLICITUD DE RONDIN,"19.036792796868955, -98.21661941732312","W: 1 CHAT:  SSC-VOLCANES, REPORTE  BUENA TARDE, POR FAVOR RONDINES CARRO, VIEJITO GENTE EN LA ESQUINA OBSERVANDO.  DIOS LOS, BENDIGA., UNIDAD VP-504 ABORDO OMEGA 5 ILDEFONSO  BRAVO, ARREOLA / JUAN CARLOS VÁZQUEZ SANTA BÁRBARA EN EL, LUGAR , INDICA QUE ESTA SIN NOVEDAD  SE TOMA, EVIDENCIA FOTOGRAFICA PARA COORDINACION"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670695"" target=""_blank"">44670695</a>",19/04/2021,; ALBORADA 29,SANTA CRUZ BUENAVISTA/PUEBLA/PUEBLA,19:42:11,VIOLENCIA CONTRA LA MUJER,"19.046954881963234, -98.24242717499581","TELMUJER EN LÍNEA MENCIONA QUE SU PADRE TUVO UN, ARREBATO DE VIOLENCIA, INDICA QUE EN OTRAS OCASIONES  HA GOLPEADO A SU, MADRE, RECHAZÓ ASESORÍA JURÍDICA Y APOYO PSICOLÓGICO, SOLO REQUIERE DE UNIDAD DE POLICÍA, SE RECIBIÓ LLAMADA DIRECTA, UNIDAD VP-505 ABORDO LOS ELEMENTOS POL. LUIS, ENRIQUE LÓPEZ HERNÁNDEZ / BEATRIZ JUÁREZ, HERNÁNDEZ, UNIDAD SSC-032 ESTA ENTREVISTANDO CON, PETICIONARIO,  EN ESPERA DE DATOS, UNIDAD SSC 032  ABORDO LOS ELEMENTOS POL.-  JOSÉ, ARMANDO VITAL MENDIZABAL  / DANIA GANSDEL VIDAL, SE ENTREVISTAN CON LA C. IVONNE MEJÍA GARCÍA NÚM., TEL. 2228291036 LA CUAL REFIERE DE PROBLEMAS DE, CARÁCTER DE VIOLENCIA FAMILIAR Y SE LES BRINDA, ALA ATENCIÓN Y ORIENTACIÓN PSICOLÓGICA EN EL, LUGAR, ASÍ MIMOS SE LE INDICAN PROCEDIMIENTOS A, SEGUIR YA ENCALMA EL LUGAR Y CON APOYO DE UNIDAD, VP-501 CONTINUA SU RECORRIDO, //, TELMUJER CIERRA FOLIO CON INFORMACIÓN ANTERIOR"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670727"" target=""_blank"">44670727</a>",19/04/2021,; PRIVADA FRANCIA Y ARGENTINA ENTRE 26 Y 30 PTE,UNIDAD HAB LAS HADAS/PUEBLA/PUEBLA,19:45:02,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,"19.066914783003565, -98.20847829327029","PET REPORTA  QUE HAY 3 JOVENES CON SUS BICITLETAS, Y UN MASCULINO CON SU PERRO, DIARIO VAN A FIUMAR MARIHUANA DESDE LAS 18 HRAS, HASTA LAS 20 HRAS, TEL CEL OK, AL  LUGAR LA UNIDAD VP-427 BADA CORTEZ JUAN, ANTONIO / REYNOSO RODRIGUEZ GIUSEPPE, REPORTA LA UNIDAD VP-427 BADA CORTEZ JUAN ANTONIO, / REYNOSO RODRIGUEZ GIUSEPPE , REALIZO PRESENCIA, A INMEDIACIONES , NEGATIVO DE UBICAR A LAS, PRESUNTAS PERSONAS INTOXICANDOSE CON SUSTANCIAS, PROHIBIDAS EN VIA PUBLICA ;  SE TOMAN GRAFICAS, PARA DAR FE QUE SE ACUDIO AL AUXILIO, CORRESPONDIENTE ; LA UNIDAD CONTINUA SU, RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670807"" target=""_blank"">44670807</a>",19/04/2021,;25 OTE ESQUINA 16 SUR,PUEBLA/PUEBLA/PUEBLA,19:54:15,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.030275963942888, -98.19402427314125","*INGRESO DE UNIDAD DE SAN PEDRO CHOLULA*, ENCARGADO DE CABINA, POLICÍA 2º 119 ALEJANDRO, TÉLLEZ CRUZ, INFORMA EL INGRESO DE LA UNIDAD, P-805 A CARGO DE POLICÍA 22 JOAQUIN PEREZ, PORTA, ARMA CORTA Y SE DIRIGE A UNA COMISION, PASANDO, POR DIFERENTES PUNTOS DE LA CIUDAD, PARA, CONOCIMIENTO DEL MANDO., SE BOLETINA A LAS UNIDADES DEL MUNICIPIO DE, PUEBLA"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670831"" target=""_blank"">44670831</a>",19/04/2021,; PROLONGACIÓN 10 NORTE 1434 ENTRE CALLES => NUESTRA SEÑORA DE LA LUZ,SAN FRANCISCO TOTIMEHUACAN/PUEBLA/PUEBLA,19:57:20,PERSONA AGRESIVA,"18.975283370270052, -98.18349668848748","WHATSAPP 1, 1 SUJETO AGRESIVO DENTRO DE TIENDA, ACUDE LA UNIDAD ST-2086, INDICA CABINA ZONA 9 : REPORTA AL LUGAR UNIDAD, JA-017 ABORDO  POL. GUSTAVO IBA?N?EZ CAMACHO Y, POL. CRUZ GARCÍA RAÚL, MENCIONA, PET, DIANA SANCHEZ 2221088409,, ENCARGADA DEL OXXO MENCIONA DE UN MASCULINO, AGRESIVO POR NO QUERERR ENTRAR CON CUBREBOCAS EL, CUAL AL ARRIBO DE LA UNIDAD YA NO S EENCUENTRA EN, EL MISMO, SE DAN PROCEDIMIENBTOS   SEGUIR, CONTINUANDO UNIDAD RECORRIDO., ACUDE LA UNIDAD PE-2086 EN EL LUGAR SE ENTREVISTA, CON LA C. DIANA SANCHEZ HERNANDEZ  CEL 2221088409, LA CUAL REFIERE QUE INGRESA UN SUJETO A COMPRAR, CERVEZA AL PARECER ESTAB A EN ESTADO ETILICO Y, EMPIEZA AGREDIRLA VERBALMENTE AL NOTAR QUE, MARCABAN A LOS NUMEROS DE EMERGENCIA ESTE SE, RETIRA DEL LUGAR"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670833"" target=""_blank"">44670833</a>",19/04/2021,; 14 PTE /// 5 NORTE,PUEBLA CENTRO/PUEBLA/PUEBLA,19:57:23,ROBO DE AUTOPARTES O ACCESORIOS,"19.051552592854964, -98.198485673141","PET REF QUE LO DEJO ESTACIONADO Y QUE LE ABRIERON, EL VEHICULO Y QUE LE ROBARON PERTENENCIAS, LE ROBARON SU STREREO, Y TARJETA DE CREDITO, PET REF QUE MOVIO SU VEHICULO, PET REF QUE YA NO REQUIERE DE LAS UNIDADES DE, POLICIA SOLO HACE SU REPORTE, TEL CEL OK, *****NO REQUIERE DE POLICIAS ****, 2DA LLAMADA   DEL NUM 222 651-8851    MISMO, HECHO  SE LE  BRINDA A REPORTANTE  ORIENTACION, SE REALIZA LLAMADA A PETICIONARIO Y MENCIONA SE, ENCUENTRA EN EL MP. NO ESTA EN EL LUGAR REFERIDO, UNIDAD VP-H03 ABORDO POL 2° ABURTO GUEVARA, ALEJANDRO  Y POL. FELIPE FLORES GUADALUPE, CATARINO EN EL LUGAR NADIE INFORMA NADA   SE, REALIZA LLAMADA A PETICIONARIO Y MENCIONA SE, ENCUENTRA EN EL MP. NO ESTA EN EL LUGAR REFERIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670835"" target=""_blank"">44670835</a>",19/04/2021,; MANZANA 11 LOTE 2 ENTRE SORJUANA INES DE LA CRUZ Y LA ISLA,AMPL BALCONES DEL SUR/PUEBLA/PUEBLA,19:57:27,PERSONA AGRESIVA,"18.948462122038308, -98.23198084806285","[CELL], PET REPORTA QUE SU PAPA SE PUSO GROSERO NO LA, DEJA INGRESAR A SU DOMICILIO Y LA GOLPEO, INDICA QUE ESTA EN ESTADO ETILICO, TEL CEL OK, INDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD, VP- 804 POL. ARCE LUNA MIGUEL DAVID Y POL: TELLEZ, CARREON REYNA IVETH, MENCIONA UNIDAD EN EL LUGAR SIN ALTERACION POR LO, QUE CONTINUA SU RECORRIDO, NADIE MENCIONA NADA..."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670839"" target=""_blank"">44670839</a>",19/04/2021,; CALLE DE LA 34 SUR Y LA 57 OTE,UNIDAD INFONAVIT LAS MARGARITA/PUEBLA/PUEBLA,19:57:44,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,"19.008253626340984, -98.18954415965062","[CELL], REPORTA DE  JOVENES INGERIENDO  DROGA Y ALCOHOL, --- GENERANDO ESCANDALO, EL AROMA DE  ALCOHOL Y DROGA    INGRESA A LAS, CASAS,   TEL CEL, OK, VP-611 ABORDO POL. OSWALDO BALTAZAR// ROJAS, MEDINA RODOLFO INDICA LA UNIDAD REALIZA EXTENSO, RECORRIDDO NEGATIVO DE QUE ALGUIEN REFIERA ALGUN, DATO ESTA SIN INCIDENTE EL PUNTO SE PIDEN, GRAFICAS"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670858"" target=""_blank"">44670858</a>",19/04/2021,;PROL AVEWNIDA DE LAS BUGAMBILIAS /// CHAPALA,LAGULENA/PUEBLA/PUEBLA,19:59:42,VIOLENCIA FAMILIAR,"19.008735297487764, -98.2398027484426","REFIERE EL PETICIONARIO QUE NO DEJAN SALIR A SU, ESPOSA SON SUS FAMILIARES, SE INFORMA EXT 10130, ACUDE UNIDAD PE-1064, //, TELMUJER ENTERADA, //, CELL ALCATRAZ 6537, 112244, 2DA LLAMDA 221 422-9720 PET PREGUNTA POR UNIDAD, DE POLICIA, ACUDE LA UNIDAD PE-1064 EN EL LUGAR SE ENTREVISTA, CON EL C. JOSE GERARDO DOMNGUEZ FLORES CEL., 2214229720 REFIERE QUE A SU ESPOSA NO LA DEJAN, SALIR DE LA CASA DE SUS PAPAS ASI MISMO REFIEREN, QUE SE TRATA DE PROBLEMAS FAMILIARES SE LES, INDICAN LOS PROCEDIMIENTOS LEGALES A SEGUIR, VP-717 A BORDO DE POL.DAVID FLORES CASTILLO, /LAURA VARGAS CRUZ, EN EL LUGAR LA UNIDAD SE ENTREVISTA CON JOSE, GERARDO DOMINGUEZ FLORES QUIEN INDICA SU SUEGRO, NO DEJA QUE SU ESPOSA SE RETIRE DE EL LUGAR LA, FEMENINA INDICA DE PROPIA VOZ NO SE QUIERE IR CON, EL  POR LO QUE SE DAN PROCEDIMIENTOS QUEDANDO EL, MISMO SIN ALTERACION  LA UNIDAD CONTINUA SU, RECORRIDO, ///, TELMUJER ENTERADA, TELMUJER CIERRA FOLIO CON, INFORMACIÓN ANTERIOR, ENTERADO UDAIM"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670860"" target=""_blank"">44670860</a>",19/04/2021,;VENUSTIANO CARRANZA Nº 5402 // DIAGONAL DEF DE LA REP,ADOLFO LOPEZ MATEOS/PUEBLA/PUEBLA,20:00:17,CONSUMO DE ALCOHOL EN VIA PUBLICA,"19.065091274635403, -98.18058900197718","REF QUE HAY 3 MASC QUE INGIEREN BEBIDAD, ALCOHOLICAS A FUERA DE LA TIENDA, REF QUE ORINAN EN LA CALLE Y SE PONEN MUY, AGRESIVOS, AHORITA SON 3, PERO FINES DE SEMANA HASTA 5 MASC, EN EL LUGAR, TEL CEL OK, UNIDAD VP-211  ABORDO LOS ELEMENTOS: JOSE EDUARDO, SANCHEZ RAMIREZ, NEGATIVO DE MASCULINOS TOMANDO EN EL LUGAR ESTA, SINB ALTERACION CONTINUA LA UNIDAD SU RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670898"" target=""_blank"">44670898</a>",19/04/2021,; CEDRO ///// CALLE CENTRAL Y BARRANCO,LOMAS FLOR DEL BOSQUE/PUEBLA/PUEBLA,20:04:09,RUIDO EXCESIVO,"19.034721857696226, -98.1258954596503","PET REF QUE HAY MUCHO RUIDO A TODO VOLUMEN ES UN, SONIDO, TEL CEL OK, UNIDAD VP-321 A BORDO HERNÁNDEZ SÁNCHEZ ARIAM Y, JIMÉNEZ LÓPEZ PABLO., UNIDAD VP-321 A BORDO HERNÁNDEZ SÁNCHEZ ARIAM Y, JIMÉNEZ LÓPEZ PABLO.*********  SE  QUEDA SIN, NOVEDAD EN EL PUNTO PETICIONARIO NO CONTESTA A, MARCAR VARIOAS OCACIONES  SE TOMAN GRAFICOS Y LA, UNIDAD CONTINUA CON SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670906"" target=""_blank"">44670906</a>",19/04/2021,;CAMINO DEL REY Y PROLONGACIÓN REFORMA,SAN JOSE DEL PUENTE/PUEBLA/PUEBLA,20:04:49,TENTATIVA DE ROBO,"19.069592780474302, -98.2449128847446","W: 1 CHAT:  JEFE JORGE OLEA, REPORTE: BUENAS TARDES ESTIMADO COMISARIO, ME, ESTÁN PIDIENDO APOYO PARA UN TEMA DE ROBO-, DESBALIJAMIENTO DE PUBLICIDAD EN SAN JOSÉ DEL, PUENTE. NO SABE EL DUEÑO DEL PREDIO SI LE ESTÁN, ROBANDO O VAN A RETIRAR LA PUBLICIDAD., TIENE CONOCIMIENTO LA UNIDAD VP 502 EN EL LUGAR, UNIDAD SSC 502  ABORDO LOS ELEMENTOS POL.-, ABISAIL CARRILLO TELLEZ / ORLANDO RENÉ HERNÁNDEZ, SÁNCHEZ  SE ENTREVIATAN CON EL C. ARMANDO ESTARDA, NUM. TEL. 222385482 EL CUAL INDICA ESTA EN, DIRECCION GENERAL Y TRABAJA PARA EL EMPRESARIO EL, C. ANGLE TRAGUIOS EL CUAL ESTA ENCARGADIOO DE, RETIRAR LAS ESTRUCTUIRTA METALICAS DE LA ZONA DE, CALZADA ZAVALETA CON 4 PERSONAS MAS Y DOS, VERHICULOS NEGATIVO DEPROPORCIONAR MAS DATOS Y DE, INDENTIFICARSE, LA UNIDAD CONTINUA SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670919"" target=""_blank"">44670919</a>",19/04/2021,; CALLE PEROTE #40 ENTRE AV JUARES Y AV DE LAS HARAS,CHAPULTEPEC/PUEBLA/PUEBLA,20:06:51,PERSONA SOSPECHOSA,"19.041940283420587, -98.13143060714381","PET REPORTA A CUATRO MASCULINOS AFUERA DE SU, DOMICILIO ESTAS  DE SUDADERA NEGRA Y SHORTH CAFE, Y DE PANTALONES DE MEZCLILLA, LLEVAN MAS DE UNA HORA ENE EL LUGAR, TEL CEL OK, UNIDAD VP-321 A BORDO HERNÁNDEZ SÁNCHEZ ARIAM Y, JIMÉNEZ LÓPEZ PABLO., UNIDAD VP-321 A BORDO HERNÁNDEZ SÁNCHEZ ARIAM Y, JIMÉNEZ LÓPEZ PABLO****  AL LLAGAR LA  UNIDAD NO, SE PERCATA DE PERSONAS SE LE MARCA AL, PETICIOANRIO NO QIESO SALIR POR MIEDO SE QUEDA EN, ANONIMO SE HACE RECORRIDO A SU ALREDEDOR Y SE, QUEDA SIN NOVEDAD"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670971"" target=""_blank"">44670971</a>",19/04/2021,; AV LLANOS NUM. 8 ESQ AV CAMPESTRE,FRACC REAL CAMPESTRE/PUEBLA/PUEBLA,20:11:39,VIOLENCIA CONTRA LA MUJER,"19.061063842456765, -98.12335285965003","[CELL], PETICIONARIA REFIERE DE ESPOSO AGRESIVO LE QUITO, SU TELEFONO CELULAR, PETICIONARIA REFIERE QUE YA LA A GOLPEADO Y QUE, LA QUIERE GOLPEAR, PETICIONARIA REFIERE QUE SE ESCAPO DE AGRESOR, PET ESTA EN LA ESQUINA DE LA DIRECCION REFERIDA, SE TRANSFIERE A EXT 10130, ////, TELMUJER ENTERADA, EN LÍNEA, ///, INDICA QUIERE UNIDAD DE POLICIA, INDICA QUE YA NO VIVE CON EL PADRE DE SUS HIJOS, HOY LA AGREDIO Y LE QUITO SU TELEFONO, //, EL AGRESOR ESTA DENTRO DEL DOMICILIO Y AHI SE, ENCUENTRA CON SU TELEFONO, ///, UNIDAD  VP-307 A BORDO CORONA MONTIEL ROBERTO Y, GONZALEZ ZAVALA ABRAHAM JONATHAN., ///, INDICA PETICIONARIA SI REQUIERE ASESORIA, SIN, EMBARGO EL TELEFONO DEL QUE LLAMA ES PRESTADO,, PROPORCIONA SU NÚMERO TELEFONICO SIENDO EL, 2216298890, INDICA QUE SU TELEFONO SE LO QUITO EL, AGRESOR PIDE NOS COMUNIQUEMOS CON ELLA, A VER SI, LE REGRESA EL TELEFONO PARA QUE SE LE PROPORCIONE, LA ASESORIA JURIDICA, /////, UNIDAD  VP-307 A BORDO CORONA MONTIEL ROBERTO Y, GONZALEZ ZAVALA ABRAHAM JONATHAN**********   AL, LLEGAR LA UNIDAD  ES POR PERSONA ALCOLIZADA LO, RETIRAN DEL LUGAR SE LES DA INFOEMACION A LOS, FAMILIARES EL PUNTO SE QUEDA SIN NOVEDAD LA, UNIDAD CONTINUA CON SU RECORRIDO, ///, TELMUJER ENTERADA, ///, TELMUJER REALIZA LLAMADA AL NÚMERO 2216298890, NO, CONTESTA Y MANDA A BUZÓN DE VOZ, ///, TELMUJER REALIZA SEGUNDA LLAMAD AAL NÚMERO, 2216298890, NO CONTESTA Y MANDA A BUZÓN DE VOZ,, SIN ÉXITO, ///, TELMUJER CIERRA FOLIO CON INFORMACIÓN ANTERIOR"
